Temperature,Humidity,WindSpeed,AirQuality
34.14080082686398,76.57458223475115,3.90485975596089,61.088998412928206
30.209933702911528,39.39217592124531,14.449042305230106,54.41053746897258
17.61534422933427,51.12743730460197,5.615447248817116,48.06659639490695
12.441802850159597,62.18113753371067,0.4863193286290768,44.58427260335685
27.105825662803923,41.81777614275764,12.909445918143357,66.26855782362402
21.003812343490033,78.30692496325764,3.542213588140979,38.72387449963859
13.05095587111947,77.74683769652668,18.809171687058285,52.43468066314668
22.379422752781757,35.10693774952185,19.078571540051747,59.94306059359996
10.85971302788046,49.83491035354312,18.29728780440897,46.04451752931455
32.73301005196955,38.052698589006184,7.4031740051088875,63.28743488103256
16.469499540000424,37.090429662648056,0.30913233057734857,51.90470201451116
26.56305710884955,22.21321684127197,18.566371251754507,61.40771217590276
17.792776902235275,56.57386003879381,8.563682966346287,50.49973175821285
23.00170052944527,50.16074139373169,19.333096380873393,55.34206291592951
23.66775698358199,23.08872507499936,19.272399541785056,63.565440065582884
14.621361388138176,36.71878785419669,17.060189109347203,58.39563322863915
34.239615694113965,74.49595315799922,5.888977841391714,61.917394648601416
29.378320584027865,34.37371344001835,7.701954572038505,53.93592648148757
33.48747353910473,28.693692325473386,17.022733430337137,76.77698520684015
32.37068376069122,49.36716561665378,6.338440103125553,48.45300179034002
24.94749947027713,79.13902724663603,3.3898549337218498,46.90397529075
33.04685587557792,34.523316290690026,11.136025249167004,65.90115828682394
12.212312551297988,60.328132844352716,18.72309548321562,51.0624176904183
14.89957156047863,65.69717691972306,13.92059593349946,45.37303157724157
11.130682222763452,34.25825263954398,11.401223401787298,51.09344635222275
18.133258269081608,63.692980916711576,1.9435298754153707,44.44608724052894
19.71693224223705,42.06698796315519,12.300144533983396,52.18828810396145
16.783725794347397,57.938349835614765,19.801077002085265,56.992526515781435
30.718437728798232,58.01178264565368,2.8016803047304806,56.38244385651275
18.918833167339734,52.14648104448551,10.366593047274735,48.675550312651914
17.023362742184517,25.4173862032645,17.547461438559107,63.19044193917334
23.567402078956214,70.11814973535428,14.815372355084088,53.74118040331551
13.523105624369066,39.24680389830415,13.94031481990536,57.158597072690114
30.054924518850992,31.191110623991253,14.049681679742186,66.15228884816796
11.86376609199427,22.446508493285833,7.189823024395103,49.45455320004813
34.672173415012935,55.45357659129451,5.871836885289867,55.20601725384967
29.306119232416435,60.653861710536944,16.187223109570272,61.11492223258823
14.96789203835431,20.995269735671368,16.202267893583617,61.197423767285294
10.13805292809006,50.72558349795686,17.341446371602075,50.02183570611354
30.386535711370854,33.58974651187628,18.264811051129428,64.54139878519291
27.67143359619043,58.71036742456699,10.226847977218757,61.55002218528956
28.225179201024684,30.461985740299486,10.030325893743992,58.07143327639649
29.281758667148644,61.456264286147956,15.965903579335503,59.87488445599556
11.85111629335226,43.20412077803225,12.999278615555303,50.173554313566804
18.961643213606813,76.20379932420407,14.039337545154067,47.36345698937271
12.896726488128243,28.251256648759593,15.91585338872202,61.06675219086476
31.577585646889837,40.46398106301551,17.800106836351326,67.16311040668737
25.58245317068895,26.808411274435343,6.759903137030716,63.525063451569814
18.27245062131623,75.48161709671376,7.51165905279888,52.820793642926674
11.588958757150591,72.64036120285886,1.87963879681738,41.935317985212535
17.774558042891556,35.47649766290934,11.56560281992348,58.67142519131578
18.12958305066868,59.59904276205074,0.7188454759348417,45.809302832737366
28.240154458451602,69.03333201207295,9.311960362649202,54.72783069804817
25.93893678388033,53.31204869596774,10.852892694151532,54.91221118915366
32.18031856440817,51.77903470136039,5.730825042565688,57.9385796796653
21.805373129048732,34.5111374540271,11.816665211380215,60.521243764317575
12.989856148457543,25.586166068353954,0.6100049987809886,47.46959294402491
27.831119680574876,73.83294547719962,0.7469637749842883,59.8349962557701
29.019626215422434,74.02508342979982,16.452011213193167,49.61031287821069
24.031929939237408,57.986087436396076,7.203812828225258,46.5089482668684
29.274179498864026,40.34178746292204,2.5412102530376957,63.12164970025925
22.344889909109767,40.95257447675965,10.444865201096087,60.07370308934645
23.06832073454985,63.557340732214364,15.399871061972217,56.56325262468449
20.68852545896374,73.82661559715463,4.316420549936863,50.0155933213534
10.63547816860238,73.22518545590704,12.457809516380005,44.34881098379921
12.69728567483261,66.79253275145743,1.70694929987536,39.01594921965827
